id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
125623,2013,2,17,1445.0,1445,0.0,1633.0,1640,-7.0,EV,4133,N13949,EWR,DTW,88.0,488,14,45,2013-02-17 14:00:00,ExpressJet Airlines Inc.
223991,2013,6,3,726.0,727,-1.0,935.0,925,10.0,EV,4246,N12172,EWR,DTW,89.0,488,7,27,2013-06-03 07:00:00,ExpressJet Airlines Inc.
259377,2013,7,10,1931.0,1929,2.0,2254.0,2212,42.0,UA,1182,N38451,EWR,LAS,304.0,2227,19,29,2013-07-10 19:00:00,United Air Lines Inc.
100192,2013,12,19,1155.0,1155,0.0,1454.0,1506,-12.0,UA,1601,N79279,EWR,FLL,156.0,1065,11,55,2013-12-19 11:00:00,United Air Lines Inc.
84192,2013,12,2,623.0,630,-7.0,814.0,835,-21.0,US,2052,N561UW,EWR,CLT,81.0,529,6,30,2013-12-02 06:00:00,US Airways Inc.
34609,2013,10,9,727.0,730,-3.0,1107.0,1124,-17.0,B6,1289,N607JB,EWR,SJU,202.0,1608,7,30,2013-10-09 07:00:00,JetBlue Airways
204714,2013,5,13,855.0,900,-5.0,1236.0,1219,17.0,DL,923,N301NB,LGA,MIA,180.0,1096,9,0,2013-05-13 09:00:00,Delta Air Lines Inc.
320151,2013,9,12,,1625,,,1750,,MQ,3622,N5PBMQ,LGA,BNA,,764,16,25,2013-09-12 16:00:00,Envoy Air
64648,2013,11,10,1625.0,1630,-5.0,1953.0,1947,6.0,DL,1394,N3773D,JFK,PDX,349.0,2454,16,30,2013-11-10 16:00:00,Delta Air Lines Inc.
261231,2013,7,12,1525.0,1530,-5.0,1830.0,1840,-10.0,DL,1935,N359NW,LGA,TPA,145.0,1010,15,30,2013-07-12 15:00:00,Delta Air Lines Inc.
17321,2013,1,21,551.0,540,11.0,1020.0,1017,3.0,B6,725,N729JB,JFK,BQN,190.0,1576,5,40,2013-01-21 05:00:00,JetBlue Airways
47710,2013,10,23,840.0,845,-5.0,941.0,958,-17.0,9E,3841,N819AY,JFK,PHL,32.0,94,8,45,2013-10-23 08:00:00,Endeavor Air Inc.
246816,2013,6,27,634.0,634,0.0,834.0,840,-6.0,EV,4091,N13161,EWR,IND,96.0,645,6,34,2013-06-27 06:00:00,ExpressJet Airlines Inc.
58807,2013,11,4,1056.0,1100,-4.0,1330.0,1332,-2.0,DL,1647,N673DL,LGA,ATL,109.0,762,11,0,2013-11-04 11:00:00,Delta Air Lines Inc.
214005,2013,5,23,641.0,645,-4.0,902.0,908,-6.0,US,654,N551UW,JFK,PHX,288.0,2153,6,45,2013-05-23 06:00:00,US Airways Inc.
30707,2013,10,4,1802.0,1810,-8.0,1944.0,1955,-11.0,MQ,3526,N528MQ,LGA,CMH,74.0,479,18,10,2013-10-04 18:00:00,Envoy Air
12547,2013,1,15,1134.0,1130,4.0,1419.0,1422,-3.0,UA,1230,N19117,EWR,MCO,146.0,937,11,30,2013-01-15 11:00:00,United Air Lines Inc.
120726,2013,2,11,,1840,,,2020,,MQ,3730,N525MQ,EWR,ORD,,719,18,40,2013-02-11 18:00:00,Envoy Air
176052,2013,4,12,1412.0,1415,-3.0,1626.0,1633,-7.0,DL,935,N303DQ,EWR,ATL,109.0,746,14,15,2013-04-12 14:00:00,Delta Air Lines Inc.
303310,2013,8,25,1614.0,1605,9.0,1726.0,1740,-14.0,AA,1750,N3EMAA,JFK,BOS,37.0,187,16,5,2013-08-25 16:00:00,American Airlines Inc.
288076,2013,8,9,1352.0,1300,52.0,1511.0,1425,46.0,UA,1734,N17133,EWR,ORD,116.0,719,13,0,2013-08-09 13:00:00,United Air Lines Inc.
91338,2013,12,9,1924.0,1930,-6.0,2115.0,2130,-15.0,MQ,3573,N847MQ,LGA,CMH,88.0,479,19,30,2013-12-09 19:00:00,Envoy Air
58416,2013,11,3,2043.0,2045,-2.0,2329.0,2359,-30.0,B6,1295,N592JB,JFK,AUS,205.0,1521,20,45,2013-11-03 20:00:00,JetBlue Airways
96619,2013,12,15,1714.0,1718,-4.0,1855.0,1908,-13.0,EV,4202,N13978,EWR,STL,138.0,872,17,18,2013-12-15 17:00:00,ExpressJet Airlines Inc.
198911,2013,5,6,2054.0,2055,-1.0,2147.0,2215,-28.0,MQ,3744,N517MQ,EWR,ORD,100.0,719,20,55,2013-05-06 20:00:00,Envoy Air
131110,2013,2,23,1137.0,1145,-8.0,1331.0,1335,-4.0,MQ,4594,N3AEMQ,LGA,CLE,73.0,419,11,45,2013-02-23 11:00:00,Envoy Air
320245,2013,9,13,653.0,655,-2.0,806.0,809,-3.0,B6,318,N348JB,JFK,BOS,43.0,187,6,55,2013-09-13 06:00:00,JetBlue Airways
46978,2013,10,22,1303.0,1310,-7.0,1543.0,1530,13.0,FL,348,N945AT,LGA,ATL,129.0,762,13,10,2013-10-22 13:00:00,AirTran Airways Corporation
41763,2013,10,16,1819.0,1825,-6.0,2017.0,2042,-25.0,DL,2002,N916DE,JFK,DTW,88.0,509,18,25,2013-10-16 18:00:00,Delta Air Lines Inc.
140186,2013,3,5,1102.0,1050,12.0,1400.0,1402,-2.0,UA,1183,N34455,EWR,RSW,156.0,1068,10,50,2013-03-05 10:00:00,United Air Lines Inc.
222093,2013,5,31,2008.0,2012,-4.0,2259.0,2330,-31.0,UA,1615,N26215,EWR,AUS,197.0,1504,20,12,2013-05-31 20:00:00,United Air Lines Inc.
218808,2013,5,28,1452.0,1500,-8.0,1549.0,1612,-23.0,US,2132,N963UW,LGA,BOS,33.0,184,15,0,2013-05-28 15:00:00,US Airways Inc.
35237,2013,10,9,1756.0,1800,-4.0,2038.0,2104,-26.0,B6,359,N779JB,JFK,BUR,322.0,2465,18,0,2013-10-09 18:00:00,JetBlue Airways
24297,2013,1,29,553.0,600,-7.0,654.0,715,-21.0,EV,5716,N830AS,JFK,IAD,42.0,228,6,0,2013-01-29 06:00:00,ExpressJet Airlines Inc.
277557,2013,7,29,1708.0,1700,8.0,1935.0,1938,-3.0,DL,1499,N310NW,LGA,ATL,107.0,762,17,0,2013-07-29 17:00:00,Delta Air Lines Inc.
245484,2013,6,25,1852.0,1830,22.0,2238.0,2155,43.0,UA,389,N525UA,JFK,SFO,345.0,2586,18,30,2013-06-25 18:00:00,United Air Lines Inc.
242446,2013,6,22,1425.0,1430,-5.0,1600.0,1622,-22.0,DL,1232,N325NB,EWR,MSP,141.0,1008,14,30,2013-06-22 14:00:00,Delta Air Lines Inc.
93821,2013,12,12,1156.0,1156,0.0,1427.0,1425,2.0,UA,565,N832UA,EWR,DEN,245.0,1605,11,56,2013-12-12 11:00:00,United Air Lines Inc.
155266,2013,3,21,1144.0,1145,-1.0,1356.0,1402,-6.0,DL,401,N302DQ,EWR,ATL,111.0,746,11,45,2013-03-21 11:00:00,Delta Air Lines Inc.
255804,2013,7,7,703.0,705,-2.0,948.0,1015,-27.0,AA,2279,N3ACAA,LGA,MIA,146.0,1096,7,5,2013-07-07 07:00:00,American Airlines Inc.
115195,2013,2,5,1550.0,1545,5.0,1700.0,1703,-3.0,9E,3635,N8751D,JFK,BWI,38.0,184,15,45,2013-02-05 15:00:00,Endeavor Air Inc.
325505,2013,9,18,1827.0,1830,-3.0,2128.0,2140,-12.0,B6,305,N535JB,EWR,FLL,137.0,1065,18,30,2013-09-18 18:00:00,JetBlue Airways
145787,2013,3,11,1129.0,1135,-6.0,1435.0,1449,-14.0,DL,2044,N971DL,LGA,MIA,149.0,1096,11,35,2013-03-11 11:00:00,Delta Air Lines Inc.
256942,2013,7,8,1032.0,1029,3.0,1322.0,1320,2.0,B6,1,N729JB,JFK,FLL,144.0,1069,10,29,2013-07-08 10:00:00,JetBlue Airways
77023,2013,11,23,1732.0,1740,-8.0,2207.0,2118,49.0,B6,135,N655JB,JFK,PHX,353.0,2153,17,40,2013-11-23 17:00:00,JetBlue Airways
307044,2013,8,29,1340.0,1343,-3.0,1628.0,1701,-33.0,UA,1070,N37470,EWR,SFO,327.0,2565,13,43,2013-08-29 13:00:00,United Air Lines Inc.
247429,2013,6,27,1748.0,1720,28.0,2110.0,1948,82.0,UA,1424,N68452,EWR,DEN,261.0,1605,17,20,2013-06-27 17:00:00,United Air Lines Inc.
265715,2013,7,17,1027.0,1030,-3.0,1302.0,1325,-23.0,AA,19,N328AA,JFK,LAX,308.0,2475,10,30,2013-07-17 10:00:00,American Airlines Inc.
298163,2013,8,20,739.0,742,-3.0,854.0,857,-3.0,B6,8,N304JB,JFK,PWM,52.0,273,7,42,2013-08-20 07:00:00,JetBlue Airways
101307,2013,12,20,1445.0,1430,15.0,1722.0,1657,25.0,UA,586,N824UA,EWR,DEN,255.0,1605,14,30,2013-12-20 14:00:00,United Air Lines Inc.
217650,2013,5,27,1113.0,1115,-2.0,1216.0,1250,-34.0,WN,3421,N432WN,LGA,BNA,104.0,764,11,15,2013-05-27 11:00:00,Southwest Airlines Co.
115415,2013,2,5,1919.0,1920,-1.0,2218.0,2246,-28.0,DL,1385,N3737C,JFK,FLL,159.0,1069,19,20,2013-02-05 19:00:00,Delta Air Lines Inc.
187781,2013,4,24,2321.0,2040,161.0,37.0,2200,157.0,MQ,4449,N839MQ,JFK,DCA,50.0,213,20,40,2013-04-24 20:00:00,Envoy Air
286749,2013,8,8,724.0,725,-1.0,843.0,845,-2.0,WN,463,N793SA,EWR,BNA,106.0,748,7,25,2013-08-08 07:00:00,Southwest Airlines Co.
289942,2013,8,11,1530.0,1538,-8.0,1725.0,1741,-16.0,US,1899,N109UW,LGA,CLT,83.0,544,15,38,2013-08-11 15:00:00,US Airways Inc.
139184,2013,3,4,1024.0,1030,-6.0,1205.0,1215,-10.0,MQ,4471,N730MQ,LGA,RDU,64.0,431,10,30,2013-03-04 10:00:00,Envoy Air
49058,2013,10,24,1513.0,1459,14.0,1849.0,1804,45.0,B6,325,N789JB,JFK,TPA,163.0,1005,14,59,2013-10-24 14:00:00,JetBlue Airways
168788,2013,4,4,1821.0,1829,-8.0,2006.0,2045,-39.0,9E,4059,N8709A,LGA,DAY,86.0,549,18,29,2013-04-04 18:00:00,Endeavor Air Inc.
330213,2013,9,23,2103.0,2106,-3.0,2253.0,2300,-7.0,EV,4700,N29906,EWR,CLT,80.0,529,21,6,2013-09-23 21:00:00,ExpressJet Airlines Inc.
124385,2013,2,15,2008.0,2000,8.0,2312.0,2308,4.0,UA,1241,N18243,EWR,TPA,160.0,997,20,0,2013-02-15 20:00:00,United Air Lines Inc.
29628,2013,10,3,1658.0,1705,-7.0,1808.0,1828,-20.0,B6,408,N228JB,JFK,PWM,48.0,273,17,5,2013-10-03 17:00:00,JetBlue Airways
267362,2013,7,18,2311.0,2129,102.0,6.0,2250,76.0,EV,4695,N14916,EWR,MHT,35.0,209,21,29,2013-07-18 21:00:00,ExpressJet Airlines Inc.
169896,2013,4,5,2008.0,2005,3.0,2210.0,2213,-3.0,EV,4536,N15980,EWR,CVG,89.0,569,20,5,2013-04-05 20:00:00,ExpressJet Airlines Inc.
155303,2013,3,21,1233.0,1235,-2.0,1528.0,1552,-24.0,DL,1375,N603DL,JFK,SLC,270.0,1990,12,35,2013-03-21 12:00:00,Delta Air Lines Inc.
263125,2013,7,14,1734.0,1709,25.0,1919.0,1958,-39.0,UA,1580,N75428,EWR,LAS,259.0,2227,17,9,2013-07-14 17:00:00,United Air Lines Inc.
334081,2013,9,27,1959.0,2000,-1.0,2205.0,2230,-25.0,DL,1147,N930DL,LGA,ATL,100.0,762,20,0,2013-09-27 20:00:00,Delta Air Lines Inc.
287883,2013,8,9,941.0,945,-4.0,1055.0,1120,-25.0,WN,2431,N741SA,LGA,MDW,112.0,725,9,45,2013-08-09 09:00:00,Southwest Airlines Co.
59825,2013,11,5,1151.0,1150,1.0,1327.0,1325,2.0,WN,3566,N212WN,LGA,BNA,117.0,764,11,50,2013-11-05 11:00:00,Southwest Airlines Co.
70579,2013,11,16,2207.0,2215,-8.0,2256.0,2317,-21.0,EV,4194,N14171,EWR,ALB,31.0,143,22,15,2013-11-16 22:00:00,ExpressJet Airlines Inc.
139154,2013,3,4,947.0,950,-3.0,1229.0,1254,-25.0,B6,1101,N603JB,JFK,FLL,143.0,1069,9,50,2013-03-04 09:00:00,JetBlue Airways
119674,2013,2,10,1934.0,1935,-1.0,2155.0,2145,10.0,9E,3899,N8907A,JFK,CLE,78.0,425,19,35,2013-02-10 19:00:00,Endeavor Air Inc.
43776,2013,10,18,1854.0,1900,-6.0,2128.0,2127,1.0,DL,1715,N360NB,LGA,MSY,178.0,1183,19,0,2013-10-18 19:00:00,Delta Air Lines Inc.
115312,2013,2,5,1734.0,1729,5.0,2025.0,2022,3.0,UA,1403,N14250,EWR,TPA,148.0,997,17,29,2013-02-05 17:00:00,United Air Lines Inc.
291253,2013,8,12,2030.0,2036,-6.0,2157.0,2205,-8.0,B6,686,N317JB,JFK,ROC,51.0,264,20,36,2013-08-12 20:00:00,JetBlue Airways
15196,2013,1,18,950.0,955,-5.0,1224.0,1246,-22.0,UA,1597,N24715,EWR,EGE,255.0,1726,9,55,2013-01-18 09:00:00,United Air Lines Inc.
70797,2013,11,17,930.0,903,27.0,1304.0,1237,27.0,UA,1120,N14242,EWR,SFO,364.0,2565,9,3,2013-11-17 09:00:00,United Air Lines Inc.
34436,2013,10,8,2030.0,2045,-15.0,2130.0,2153,-23.0,B6,2680,N279JB,EWR,BOS,36.0,200,20,45,2013-10-08 20:00:00,JetBlue Airways
284176,2013,8,5,1506.0,1505,1.0,1747.0,1758,-11.0,UA,503,N812UA,EWR,AUS,199.0,1504,15,5,2013-08-05 15:00:00,United Air Lines Inc.
334802,2013,9,28,1901.0,1855,6.0,2109.0,2121,-12.0,FL,645,N965AT,LGA,ATL,100.0,762,18,55,2013-09-28 18:00:00,AirTran Airways Corporation
12814,2013,1,15,1635.0,1640,-5.0,1851.0,1835,16.0,WN,372,N955WN,LGA,STL,162.0,888,16,40,2013-01-15 16:00:00,Southwest Airlines Co.
99253,2013,12,18,1234.0,1105,89.0,1404.0,1242,82.0,EV,5273,N600QX,LGA,PIT,58.0,335,11,5,2013-12-18 11:00:00,ExpressJet Airlines Inc.
427,2013,1,1,1451.0,1500,-9.0,1634.0,1636,-2.0,9E,4105,N8444F,JFK,IAD,57.0,228,15,0,2013-01-01 15:00:00,Endeavor Air Inc.
221090,2013,5,30,1951.0,2000,-9.0,2101.0,2112,-11.0,US,2142,N958UW,LGA,BOS,38.0,184,20,0,2013-05-30 20:00:00,US Airways Inc.
186167,2013,4,23,940.0,945,-5.0,1138.0,1124,14.0,B6,885,N206JB,JFK,RDU,78.0,427,9,45,2013-04-23 09:00:00,JetBlue Airways
43458,2013,10,18,1405.0,1359,6.0,1507.0,1511,-4.0,UA,1481,N19130,EWR,BOS,35.0,200,13,59,2013-10-18 13:00:00,United Air Lines Inc.
120244,2013,2,11,1334.0,1330,4.0,1610.0,1605,5.0,DL,2043,N371DA,JFK,ATL,129.0,760,13,30,2013-02-11 13:00:00,Delta Air Lines Inc.
45555,2013,10,21,554.0,600,-6.0,647.0,701,-14.0,US,2134,N764US,LGA,BOS,37.0,184,6,0,2013-10-21 06:00:00,US Airways Inc.
59035,2013,11,4,1503.0,1505,-2.0,1815.0,1830,-15.0,AA,145,N5FLAA,JFK,MIA,146.0,1089,15,5,2013-11-04 15:00:00,American Airlines Inc.
124376,2013,2,15,2000.0,1954,6.0,2254.0,2300,-6.0,UA,130,N78524,EWR,IAH,215.0,1400,19,54,2013-02-15 19:00:00,United Air Lines Inc.
968,2013,1,2,739.0,735,4.0,1033.0,1031,2.0,UA,1296,N19117,EWR,MCO,144.0,937,7,35,2013-01-02 07:00:00,United Air Lines Inc.
194617,2013,5,2,906.0,900,6.0,1024.0,1033,-9.0,UA,1549,N27213,EWR,ORD,108.0,719,9,0,2013-05-02 09:00:00,United Air Lines Inc.
75299,2013,11,21,1937.0,1930,7.0,2242.0,2249,-7.0,DL,1091,N350NA,JFK,SAT,220.0,1587,19,30,2013-11-21 19:00:00,Delta Air Lines Inc.
198276,2013,5,6,959.0,1005,-6.0,1143.0,1201,-18.0,EV,4255,N17146,EWR,CHS,91.0,628,10,5,2013-05-06 10:00:00,ExpressJet Airlines Inc.
59511,2013,11,5,631.0,615,16.0,914.0,935,-21.0,WN,16,N943WN,EWR,HOU,199.0,1411,6,15,2013-11-05 06:00:00,Southwest Airlines Co.
188047,2013,4,25,848.0,850,-2.0,1057.0,1025,32.0,MQ,4406,N852MQ,JFK,RDU,79.0,427,8,50,2013-04-25 08:00:00,Envoy Air
251124,2013,7,1,1831.0,1825,6.0,2133.0,2121,12.0,UA,1280,N74856,EWR,LAX,312.0,2454,18,25,2013-07-01 18:00:00,United Air Lines Inc.
55727,2013,10,31,1829.0,1835,-6.0,2133.0,2144,-11.0,DL,2391,N992DL,JFK,TPA,141.0,1005,18,35,2013-10-31 18:00:00,Delta Air Lines Inc.
24522,2013,1,29,918.0,920,-2.0,1243.0,1233,10.0,UA,405,N528UA,EWR,LAX,341.0,2454,9,20,2013-01-29 09:00:00,United Air Lines Inc.
290921,2013,8,12,1522.0,1459,23.0,1810.0,1746,24.0,B6,581,N192JB,JFK,HOU,195.0,1428,14,59,2013-08-12 14:00:00,JetBlue Airways
112810,2013,2,2,1835.0,1810,25.0,2140.0,2130,10.0,AA,1611,N3FYAA,LGA,MIA,165.0,1096,18,10,2013-02-02 18:00:00,American Airlines Inc.
25831,2013,1,30,1900.0,1605,175.0,127.0,1944,,DL,1508,N938DL,JFK,RSW,,1074,16,5,2013-01-30 16:00:00,Delta Air Lines Inc.
315630,2013,9,8,1035.0,1045,-10.0,1315.0,1352,-37.0,B6,971,N763JB,LGA,FLL,140.0,1076,10,45,2013-09-08 10:00:00,JetBlue Airways
175835,2013,4,12,908.0,910,-2.0,1217.0,1158,19.0,B6,517,N508JB,EWR,MCO,153.0,937,9,10,2013-04-12 09:00:00,JetBlue Airways
305817,2013,8,28,829.0,829,0.0,1028.0,1028,0.0,DL,1157,N352NB,EWR,MSP,150.0,1008,8,29,2013-08-28 08:00:00,Delta Air Lines Inc.
275067,2013,7,26,2104.0,2100,4.0,2226.0,2235,-9.0,AA,371,N570AA,LGA,ORD,110.0,733,21,0,2013-07-26 21:00:00,American Airlines Inc.
270182,2013,7,22,601.0,605,-4.0,833.0,849,-16.0,UA,1115,N47414,EWR,TPA,137.0,997,6,5,2013-07-22 06:00:00,United Air Lines Inc.
233375,2013,6,13,19.0,1759,380.0,253.0,2049,364.0,B6,391,N595JB,LGA,MCO,131.0,950,17,59,2013-06-13 17:00:00,JetBlue Airways
282567,2013,8,3,1918.0,1830,48.0,2142.0,2057,45.0,9E,3615,N8928A,JFK,IND,109.0,665,18,30,2013-08-03 18:00:00,Endeavor Air Inc.
93994,2013,12,12,1504.0,1455,9.0,1746.0,1736,10.0,B6,477,N566JB,JFK,JAX,129.0,828,14,55,2013-12-12 14:00:00,JetBlue Airways
196631,2013,5,4,1149.0,1150,-1.0,1425.0,1434,-9.0,UA,1573,N29129,EWR,MCO,129.0,937,11,50,2013-05-04 11:00:00,United Air Lines Inc.
69145,2013,11,15,911.0,915,-4.0,1220.0,1235,-15.0,DL,874,N334NB,LGA,MIA,166.0,1096,9,15,2013-11-15 09:00:00,Delta Air Lines Inc.
288305,2013,8,9,1814.0,1730,44.0,2010.0,1940,30.0,DL,2331,N982DL,LGA,DTW,79.0,502,17,30,2013-08-09 17:00:00,Delta Air Lines Inc.
199774,2013,5,7,1855.0,1900,-5.0,2103.0,2147,-44.0,DL,73,N182DN,JFK,ATL,102.0,760,19,0,2013-05-07 19:00:00,Delta Air Lines Inc.
315671,2013,9,8,1138.0,1139,-1.0,1429.0,1457,-28.0,UA,1284,N34455,EWR,SFO,322.0,2565,11,39,2013-09-08 11:00:00,United Air Lines Inc.
293587,2013,8,15,906.0,910,-4.0,1124.0,1108,16.0,EV,5222,N181PQ,EWR,DTW,81.0,488,9,10,2013-08-15 09:00:00,ExpressJet Airlines Inc.
10585,2013,1,13,828.0,824,4.0,1113.0,1130,-17.0,UA,1492,N78448,EWR,MCO,140.0,937,8,24,2013-01-13 08:00:00,United Air Lines Inc.
32103,2013,10,6,1454.0,1500,-6.0,1639.0,1657,-18.0,US,802,N566UW,EWR,CLT,77.0,529,15,0,2013-10-06 15:00:00,US Airways Inc.
79461,2013,11,26,1312.0,1246,26.0,1509.0,1448,21.0,9E,3342,N925XJ,EWR,DTW,92.0,488,12,46,2013-11-26 12:00:00,Endeavor Air Inc.
329076,2013,9,22,1829.0,1800,29.0,2151.0,2118,33.0,DL,2139,N327NB,LGA,MIA,155.0,1096,18,0,2013-09-22 18:00:00,Delta Air Lines Inc.
38426,2013,10,13,1132.0,1135,-3.0,1333.0,1343,-10.0,DL,2219,N918DL,LGA,MSP,138.0,1020,11,35,2013-10-13 11:00:00,Delta Air Lines Inc.
211393,2013,5,20,1212.0,1215,-3.0,1319.0,1325,-6.0,B6,74,N296JB,JFK,BTV,48.0,266,12,15,2013-05-20 12:00:00,JetBlue Airways
42895,2013,10,17,2056.0,2100,-4.0,2259.0,2245,14.0,MQ,3384,N525MQ,LGA,CLT,91.0,544,21,0,2013-10-17 21:00:00,Envoy Air
251333,2013,7,1,,2029,,,2233,,EV,4368,N13949,EWR,DAY,,533,20,29,2013-07-01 20:00:00,ExpressJet Airlines Inc.
22599,2013,1,27,723.0,730,-7.0,1046.0,1040,6.0,AA,715,N537AA,LGA,DFW,212.0,1389,7,30,2013-01-27 07:00:00,American Airlines Inc.
146641,2013,3,12,851.0,845,6.0,1146.0,1153,-7.0,UA,1296,N24211,EWR,PBI,154.0,1023,8,45,2013-03-12 08:00:00,United Air Lines Inc.
6705,2013,1,8,1633.0,1635,-2.0,1854.0,1856,-2.0,EV,3805,N12564,EWR,SAV,114.0,708,16,35,2013-01-08 16:00:00,ExpressJet Airlines Inc.
294894,2013,8,16,1510.0,1455,15.0,1652.0,1701,-9.0,9E,4120,N8775A,JFK,CLE,73.0,425,14,55,2013-08-16 14:00:00,Endeavor Air Inc.
215688,2013,5,24,1925.0,1919,6.0,2228.0,2220,8.0,B6,155,N706JB,JFK,MCO,130.0,944,19,19,2013-05-24 19:00:00,JetBlue Airways
189361,2013,4,26,1506.0,1315,111.0,1616.0,1433,103.0,EV,5793,N12563,EWR,RIC,55.0,277,13,15,2013-04-26 13:00:00,ExpressJet Airlines Inc.
8921,2013,1,11,655.0,700,-5.0,1025.0,1034,-9.0,DL,763,N713TW,JFK,LAX,353.0,2475,7,0,2013-01-11 07:00:00,Delta Air Lines Inc.
217633,2013,5,27,1050.0,1030,20.0,1212.0,1210,2.0,AA,321,N485AA,LGA,ORD,121.0,733,10,30,2013-05-27 10:00:00,American Airlines Inc.
176773,2013,4,13,850.0,855,-5.0,1115.0,1120,-5.0,MQ,4619,N509MQ,LGA,ATL,123.0,762,8,55,2013-04-13 08:00:00,Envoy Air
175958,2013,4,12,1143.0,1145,-2.0,1436.0,1431,5.0,B6,625,N353JB,JFK,HOU,217.0,1428,11,45,2013-04-12 11:00:00,JetBlue Airways
124507,2013,2,16,614.0,600,14.0,806.0,759,7.0,EV,4911,N371CA,EWR,DTW,85.0,488,6,0,2013-02-16 06:00:00,ExpressJet Airlines Inc.
284482,2013,8,5,1937.0,1930,7.0,2143.0,2156,-13.0,9E,3285,N919XJ,JFK,MSY,162.0,1182,19,30,2013-08-05 19:00:00,Endeavor Air Inc.
73070,2013,11,19,1540.0,1545,-5.0,1751.0,1815,-24.0,WN,3778,N944WN,EWR,DEN,233.0,1605,15,45,2013-11-19 15:00:00,Southwest Airlines Co.
10229,2013,1,12,1605.0,1605,0.0,1726.0,1752,-26.0,9E,3459,N909XJ,JFK,BNA,109.0,765,16,5,2013-01-12 16:00:00,Endeavor Air Inc.
178256,2013,4,14,2144.0,2145,-1.0,56.0,48,8.0,B6,11,N552JB,JFK,FLL,160.0,1069,21,45,2013-04-14 21:00:00,JetBlue Airways
229184,2013,6,8,1459.0,1452,7.0,1719.0,1709,10.0,B6,119,N354JB,JFK,MSY,173.0,1182,14,52,2013-06-08 14:00:00,JetBlue Airways
8360,2013,1,10,1352.0,1357,-5.0,1545.0,1556,-11.0,EV,4370,N12126,EWR,CHS,97.0,628,13,57,2013-01-10 13:00:00,ExpressJet Airlines Inc.
181443,2013,4,18,844.0,850,-6.0,1030.0,1025,5.0,MQ,4406,N852MQ,JFK,RDU,67.0,427,8,50,2013-04-18 08:00:00,Envoy Air
184953,2013,4,22,603.0,610,-7.0,724.0,745,-21.0,AA,301,N592AA,LGA,ORD,111.0,733,6,10,2013-04-22 06:00:00,American Airlines Inc.
277019,2013,7,29,754.0,755,-1.0,947.0,949,-2.0,B6,1273,N184JB,JFK,CHS,92.0,636,7,55,2013-07-29 07:00:00,JetBlue Airways
81148,2013,11,28,800.0,800,0.0,1123.0,1115,8.0,AA,2267,N3HJAA,LGA,MIA,162.0,1096,8,0,2013-11-28 08:00:00,American Airlines Inc.
45436,2013,10,20,1947.0,1947,0.0,2251.0,2250,1.0,B6,201,N584JB,JFK,FLL,151.0,1069,19,47,2013-10-20 19:00:00,JetBlue Airways
273503,2013,7,25,1140.0,1135,5.0,1440.0,1451,-11.0,DL,954,N942DL,LGA,FLL,148.0,1076,11,35,2013-07-25 11:00:00,Delta Air Lines Inc.
49629,2013,10,25,804.0,757,7.0,1008.0,1024,-16.0,UA,245,N830UA,EWR,DEN,220.0,1605,7,57,2013-10-25 07:00:00,United Air Lines Inc.
44786,2013,10,20,833.0,840,-7.0,947.0,954,-7.0,UA,994,N823UA,EWR,BOS,43.0,200,8,40,2013-10-20 08:00:00,United Air Lines Inc.
21724,2013,1,25,2015.0,2000,15.0,16.0,2318,58.0,UA,890,N426UA,EWR,MIA,146.0,1085,20,0,2013-01-25 20:00:00,United Air Lines Inc.
206945,2013,5,15,1452.0,1430,22.0,1823.0,1845,-22.0,AA,1635,N5FLAA,JFK,SJU,180.0,1598,14,30,2013-05-15 14:00:00,American Airlines Inc.
18445,2013,1,22,858.0,845,13.0,1048.0,1006,42.0,EV,4112,N10575,EWR,RIC,59.0,277,8,45,2013-01-22 08:00:00,ExpressJet Airlines Inc.
274067,2013,7,25,2151.0,1822,209.0,44.0,2155,169.0,UA,1141,N75433,EWR,SFO,330.0,2565,18,22,2013-07-25 18:00:00,United Air Lines Inc.
198541,2013,5,6,1507.0,1450,17.0,1649.0,1635,14.0,MQ,4403,N838MQ,JFK,RDU,77.0,427,14,50,2013-05-06 14:00:00,Envoy Air
310705,2013,9,2,2217.0,1820,237.0,28.0,2052,216.0,9E,3542,N916XJ,JFK,MSP,140.0,1029,18,20,2013-09-02 18:00:00,Endeavor Air Inc.
118338,2013,2,9,1405.0,1335,30.0,1927.0,1935,-8.0,UA,15,N77066,EWR,HNL,598.0,4963,13,35,2013-02-09 13:00:00,United Air Lines Inc.
301934,2013,8,23,2104.0,2101,3.0,114.0,100,14.0,B6,1103,N562JB,JFK,SJU,197.0,1598,21,1,2013-08-23 21:00:00,JetBlue Airways
9262,2013,1,11,1311.0,1315,-4.0,1505.0,1504,1.0,US,1895,N537UW,EWR,CLT,91.0,529,13,15,2013-01-11 13:00:00,US Airways Inc.
318266,2013,9,11,600.0,602,-2.0,833.0,852,-19.0,UA,1115,N13750,EWR,TPA,129.0,997,6,2,2013-09-11 06:00:00,United Air Lines Inc.
327111,2013,9,20,1254.0,1300,-6.0,1425.0,1450,-25.0,MQ,3388,N857MQ,LGA,CMH,71.0,479,13,0,2013-09-20 13:00:00,Envoy Air
